,BGGId,Name,Description,NumUserRatings,ImagePath,NumOwned,YearPublished,GameWeight,AvgRating,MinPlayers,MaxPlayers,MfgPlaytime,MfgAgeRec,Rank:boardgame
802,111417,The Great Heartland Hauling Co.,great heartland haul co originally announce road player role medium haul midwest truck driver good living haul good big supplier player truck location america heartland pick drop good matching card hand location native good require few card load location pay premium good require fuel ndash time ndash cargo limited space trailer card hand time player expertly manage resource play odd press luck good trucker roadthe great heartland hauling co offer lot replay value use card create variable board setup game game include   good cube thick cardboard truck   resource card ndash require pickup delivery ndash draw share draft board   fuel card heartland,2438,https://cf.geekdo-images.com/IZOWNRAjg8okC5JfGsURfA__original/img/ycj6QgHqeoglHhK8nAxjG4EORM8=/0x0/filters:format(jpeg)/pic1350080.jpg,3988,2013,1.8393,6.88279,2,4,30,10,1446
803,111799,Cuba Libre,december   parole rebel fidel castro return cuba launch revolution virtually political base andmdashafter disastrous initial encounter government forcesmdasha total   man   year later masterful propaganda factional maneuver castro brother rauacutel iconic revolutionary che guevara united disparate guerrilla exploit cubansrsquo deep opposition dictator fulgencio batista y zaldiacutevar   castrorsquos takeover country model leftist insurgencycastrorsquo insurgencyfollowe gmt gamesrsquo andean abyss insurgency modern colombia volume coin series cuba libre take     player cuban revolution   castrorsquos ldquo july movementrdquo expand basis sierra maestra mountain fight way havana   anticommunist student group urban guerrilla expatriate try destabilize batista regime inside try pave way new dictatorship castro   batistarsquos government maintain steam counter twin insurgency manage benefactor   fragile alliance corrupting syndicate skim   midst turmoil meyer lansky syndicate boss jockey cuban gangster paradise alivecoin series volume iicuba libre easy learn andean abyss playersmdashboth volume share innovative series coin gmt system   like volume cuba libre equally playable solitaire multiple player mdashand short time completion andean abyss   cuba librersquos situation strategic challenge new   deck   fresh event bring s cuba life include hellipbull   waversquos escape sierra maestramdashinspirational legend harbinger defeatbull el che rauacutel   brilliant field bungle hostagetakersbull operation fisherman   rebel pull second invasionbull general strike   urban disruption rebel embarrassmentbull radio rebelde   masse tune army direction findersbull pact caracas   rebel unitebull armored car   mobile striking power handsbull rolando masferrer   brutal progovernment tacticsmdashwill help hurtbull fat butcher   mobrsquo enforcer protect casinosbull sinatra   frankiersquos havana boom bust collectshellip morenew twist match coin series system situation s cubabull itrsquos insurgent build last capability government limit fleeting burst momentumbull syndicatersquos basis casinosmdashexpensive build important cuba army destroy   bull syndicate special activity include call ldquomusclerdquo government troop police protect mob asset   bull stack syndicate cash awaiting launder fall anyonersquos handsmdasheven corrupt governmentrsquosbull government terror tacticmdashreprisalsmdashand skim portion syndicate profitsbull erode alliance batista overshadow government action aid level daytoday ability troop police operatebull batista flee struggle endmdashthe counterrevolutionary government strongermultiplayer player solitairecuba libre provide   player contrast role overlap victory condition rich diplomatic interaction   player game player represent alliance faction game system control nonplayer faction   single player cuban revolutionary attempt topple batista seize power nonplayer side fight player power hand mean player defeatmore coin series volume comeandean abyss cuba libre present game system modern insurgency readily adaptable conflict particularly feature interaction side counterinsurgency series rich underrepresented history guerrilla warfare beckon modern insurgency offer virtually unlimited undergamed topic coin series   volume iii distant plaininsurgency afghanistan   volume iv fire lakeinsurgency vietnam,2722,https://cf.geekdo-images.com/6z5ZMIVpFUzn1DHhto3RLw__original/img/Pj0LixQN2LDDFZ2OQGa_XfwDPWc=/0x0/filters:format(jpeg)/pic1723711.jpg,5396,2013,3.5502,7.69433,1,4,180,14,557
804,112138,Krosmaster: Arena,hormonde strange world deep fold time hour demon finally find hobby worthy cruel heart arena idea simple select warrior age land whisk away hormonde enslave gladiator fight soul chance ultimate champion nt god end macabre circus xelor turn blind eye demon meddle time delicate web ask mortal know mind godskrosmaster arena playervsplayer tactical card game animestyle miniature offer crafty tactician chance challenge player heat battle arena scatter hormonde player build team predetermine method point system draft random equip team spell weapon item adapt requirement utilize talent ability create powerful fighting force figure point value attach help balance thing randomly draw event card spice game turn win condition differ game base scenario choose play able create strong versatile strategy prevail,3549,https://cf.geekdo-images.com/Upp9_QWvDcn7rpBqRtAvFw__original/img/X4TUMdNDKlpbJijyGIJNttDlkaI=/0x0/filters:format(png)/pic1573355.png,7269,2012,2.6724,6.7571,2,4,60,14,1472
805,112373,BraveRats,braverat release r simple short simultaneous action selection game s play card player hand card number     card have special power player choose card reveal simultaneously high card win round player play win round card special power greatly influence game,2305,https://cf.geekdo-images.com/2ez8PebxqA3cYpsO7hXA0g__original/img/f_rRIsF8IbGUB1wegYrsPx6Y5uc=/0x0/filters:format(jpeg)/pic5208405.jpg,4479,2011,1.1415,6.45823,2,2,15,8,2307
806,112686,Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,game description publisherdid know magical wizard battle death     right quotwhy battlequot ask quotwhat get prove magic manquot s awesomely powerful battle wizard entire realm s battle wizard ll spell component craft million okay spell combo spell kick ass totally blow ndash master magic unleash massive damage face wizard rival noholdsbarred allout burndown battle wizard standing nt stop powerful magic item bring new level bloody carnage mighty wizard opponent tear limb limb orgy killing take use epic spell war mt skullzfyre ultimate battle wizardepic spell war battle wizard duel mt skullzfyre humorous card game depict vicious overthetop battle variety comically illustrate wizard game focus primarily create threepart spell combo blast foe afterlife unique dead wizard card allow player stay game wizard defeat,5797,https://cf.geekdo-images.com/Da8TXGBq3UjKINgTRIZY9A__original/img/P7TSglbGEFsDOzWKIo8iMLOzl3c=/0x0/filters:format(jpeg)/pic1170265.jpg,10785,2012,1.581,6.50829,2,6,30,15,1795
807,113289,Snake Oil,old west wily snake oil salesman special talent get skeptical customer buy dubious product turn invent zany twoword product ndash rumor mirror burp balloon ndash sell type wacky customer round customer buy product winto set snake oil player take purple word card customer round draw customer card announce inventor quickly combine purple word card hand form crazy new product sell customer ready inventor quickly pitch product directly customer customer end pitch go long thirty second customer decide product buy give inventor product round customer card prize inventor discard word card new word card player left customer rounds customer play repeat player customer oncewhoever collect customer card win,2858,https://cf.geekdo-images.com/XSUSI_i20qf3-n07nbfnRg__original/img/qXy47x5w1r-NGwyTFxfsq5GTKVk=/0x0/filters:format(jpeg)/pic5075755.jpg,5204,2010,1.1463,6.69097,3,10,30,10,1707
808,113294,Escape: The Curse of the Temple,escape curse temple cooperative game player escape yes temple yes curse yes temple collapse kill explorer cause losethe initial game board consist row square tile show combination symbol green adventurer green adventurer blue key corner tile explorer start center tile ndash safe room ndash player start hand dice die symbol     cursed mask ndash die set aside roll     golden mask ndash symbol counteract cursed mask explorer room     red torch blue key ndash enter room access treasure activate gem     green adventurer appear twice die ndash need room room activate gemsescape play realtime player roll dice take action simultaneously roll right symbol enter room open doorway roll reveal tile stack add doorway room contain combination red blue symbol possibly work player room roll red blue symbol quotdiscoverquot magic gem move separate gem depot tilethe realtime aspect enforce soundtrack play game certain point countdown start player nt safe room time lose diceonce exit tile reveal player attempt escape temple move tile roll number blue dice equal magic gem nt remove gem depot gem find easy escape temple player escape give die player choice player escape countdown win lose matter player escapeescape curse temple include expansion module individually quottreasuresquot module room contain treasure reveal room place facedown treasure chest tile roll symbol chest tile claim treasure use later key let teleport path let connect room door medic kit heal player instantly put black dice play quotcursesquot module tile quotcursequot player force place hand head mute play nt want escape temple,15906,https://cf.geekdo-images.com/m6269wyfWVa7gZp3oXKx6A__original/img/ZSDgydHuIZpyrZaVL1F7Lepi3h0=/0x0/filters:format(jpeg)/pic3328521.jpg,20005,2012,1.4823,6.98547,1,5,10,8,582
809,113401,Timeline: Events,timeline event card game play   card card depict historical event side year event occur player turn place card hand row table place card player reveal date card place correctly date chronological order card table card stay place card remove play player take card deckthe player rid card place correctly win multiple player round eliminate play player deal card round play player card bonus round win play continue single player go outtimeline event combine title game timeline series,4398,https://cf.geekdo-images.com/V-LCKnzAZvzdim9_PMPGpw__original/img/nj33ZARrJI6yCp9kTZC911kh7A4=/0x0/filters:format(jpeg)/pic5872050.jpg,8414,2011,1.1,6.77766,2,8,15,8,1220
810,113924,Zombicide,zombicide collaborative game player role survivor ndash unique ability ndash harness skill power teamwork horde unthinke undead zombie predictable stupid deadly control simple rule deck card unfortunately lot zombie bulletsfind weapon kill zombie zombie kill skilled skilled zombie appear way zombicideplay scenario different map include modular map tile download new scenario designer website create      great game zombie loversintegrate     zombicide season   prison outbreak     zombicide season   rue morgue,17205,https://cf.geekdo-images.com/ZqjfzvtaTIT5FYp1D2CfKw__original/img/Arh3sc5cBx5FYg92vCvwtx-lKJw=/0x0/filters:format(jpeg)/pic1196191.jpg,24537,2012,2.5435,7.14337,1,6,60,14,521
811,113997,Tajemnicze Domostwo,tajemnicze domostwo purely cooperative game   player player take role helpful ghost live mysterious ancient manor player group psychic invite manor owner solve mystery place bring peace resident person stay castle see strange dreamsthe ancient legend say ghost soul manor previous resident unjustly execute crime nt commit year ago try use mysterious sign tell people truth happen justice establish rest peace specialist supernatural invite try understand ghost want tell case success honor victory receive generous reward seven day seven night reach goal succeed time win game include ghost,5008,https://cf.geekdo-images.com/6aNWmjHtgPrGpNsO-g0-Iw__original/img/r4mNZSUiYkGq4CfDbCyJ6GzO9Gc=/0x0/filters:format(jpeg)/pic2601636.jpg,4713,2013,1.86,7.15547,2,7,60,8,718
812,115105,Kittens in a Blender,designersyou twist   canrsquot believe actually want adorable kitten blender guess thatrsquo business maybe yoursquore dog person sure kitten curious nature kitchen dangerous appliance save themthis fastpaced card game player work save kitten unthinkable happen way save precious litter kitten let curious little cat learn lesson play blenderaccording box portion proceed donate kill cat shelterobjectivesave kitten send opponent kitten blendersetup amp playput game box table openside place oversized blender card inside faceup s blender place oversized box card face base box s box leave little space blender box s counter   assign player kitten color red green blue yellow shuffle deck deal player   card time start save adventurous kittenson turn player play card draw   kitten card play blender counter box   card play face player player card playedplayer play kitty kitten blender counter box number card specify number kitten move   space play blend card destroy kitten currently blender save kitten box kitten counter blender counter player blend quotpulsequot cardplayer kitten card kitten blender move kitten counter box blender cat blender player cat choose color counter box blender kitten box move kitten blender counter box cat counter move kitten blender box countertotal chaos reign dog kitchen player give hand player direction indicate cardthe game end   blend card play save kitten worth   point blend kitty cost   point high score winscontent   oversized blender card   oversized box card   play card   kitten     color   red green blue yellow   kitty   number   blend   regular blend amp   blend black   dog kitchen   leave amp   right   kitten blender   cat blender   cat counter   kitten box rule,2056,https://cf.geekdo-images.com/5QfP5LB0AJWBQGVrdl-wXw__original/img/XeIy3Oj2N8Rts0gW3ipPcCBtkbE=/0x0/filters:format(jpeg)/pic1178777.jpg,4713,2011,1.12,5.69791,2,4,40,8,9255
813,115746,War of the Ring: Second Edition,war ring player take control free people fp player control shadow army sa initially free people nation reluctant arm sauron attack sauron persuade gandalf companion start fight properly represent political track show nation ready fight war ring notthe game win military victory sauron conquer certain number free people city stronghold vice versa true hope free people lie quest ringbearer army clash middle earth fellowship ring try secretly mount doom destroy ring sauron aware real intention enemy look middle earth precious ring fellowship go face numerous danger represent rule hunt ring companion spur free people fight sauron free people player balance need protect ringbearer harm attempt raise proper defense army shadow overrun middle earth ringbearer complete questeach game turn revolve roll action dice die correspond action player turn depend face roll die different action possible move army character recruit troop advance political trackaction dice draw play event card event card play represent specific event story event possibly happen portray normal gameplay event card create unexpected turn game allow special action alter course battle,15247,https://cf.geekdo-images.com/ImPgGag98W6gpV1KV812aA__original/img/38jB7fN07DwlrGKYAf-J0vsNdgs=/0x0/filters:format(jpeg)/pic1215633.jpg,24622,2012,4.174,8.50988,2,4,180,13,10
814,116954,Indigo,indigo tilelaying game line metro tsuro linie   player build path bit bit player own individual path try exploit path present unlike early game goal gemstone starting location board designate goal player score point win gameto set game board place central hex tile add green gem indigo gem place quotuturnquot tile designate location outer edge game board place yellow gem tile player place goal marker goal uturn tile edge game board twoplayer game player alternate goal threeplayer game player goal share fourplayer game player share goal playeron turn player place tile space game board restriction player create route directly goal tile route segment connect pair edge player place tile gemstone gemstone quotmovesquot far possible route player place tile gemstone player avoid mental gymnastic require metro linie   move route complete connect central tile green gem indigo gem move sixth connectionif player place tile gem run gem remove gamewhen gem move goal own player player keep gem player goal player collect gem color take extra gem need reserve gem claim game end player earn   point indigo gem   green   yellow player point win,3013,https://cf.geekdo-images.com/Sa0CWFWSeQFwG9jtufdW0Q__original/img/_HkD--1GU0q-QqNgGkhpIaxi4zY=/0x0/filters:format(jpeg)/pic1195319.jpg,4462,2012,1.4774,6.84522,2,4,30,8,1365
815,116998,Thunderstone Advance: Towers of Ruin,thunderstone heart doom chance face doom heart eighth thunderstone defeat ancient evil ndash win battle unexpected consequence banish doom free visit world advance world himthunderstone advance tower ruin fully compatible previous thunderstone offering stop adventure thunderstone advance build party hero defeat dread thunderstone bearer dungeon wilderness player defeat valuable monster win day beware ndash monster allnew trick sleeve victory come easythunderstone advance tower ruin include new rule new card new card frame new village dungeon boardintegrate     thunderstone     thunderstone starter set,4632,https://cf.geekdo-images.com/vrmT1wjUZ9hPePjPLRsimQ__original/img/CUh9QgD-43k1-h8Pdw74VfddpX8=/0x0/filters:format(jpeg)/pic1196537.jpg,6897,2012,2.7386,7.35845,1,5,45,12,565
816,117915,Yedo,japan   ndash hidetada tokugawa succeed father new shogun ruling great city edo aka yedo city know present time tokyo mark beginning golden age tokugawa shogunate socalled edo period   naturally powerful family edo immediately try curry favor new shogun ndash opportunity clan look chance power glory clan prove indispensable new shogun work shadow acquire information rival clan kidnap oppose ascent assassinate prove threat use cunning prevent adversary find glory honor eye new shogun ndash fail end rule mean necessaryin strategy game yedo player assume role clan elder city edo early year tokugawa shogunate object game amass prestige point mainly complete mission player gather necessary asset ndash importantly ndash outfox opponent prevent complete missionsthere way reach goal try complete mission possible hope effort catch shogun eye choose subtle way gain power try influence shogun private audience rival shame buy lot luxury good european merchant ndash careful right choice yedo eternal glory painful disgrace side coin,3560,https://cf.geekdo-images.com/jdBgNHtZ5TXAq4jXvN7XyQ__original/img/tUiwp3vNcvSrf7SzmZZq557YjRc=/0x0/filters:format(jpeg)/pic1633240.jpg,4434,2012,3.346,7.37516,2,5,180,14,695
817,117959,Las Vegas,developer stefan bruumlck alea describe las vegas quotan easy dicerolle funandluck game lot interaction schadenfreudequot nt love schadenfreude schadene supposein detail las vegas include cardboard casino mat normal sixside die mat player draw money card k show end lot make casino desirableeach player dice different color turn roll roll dice choose place relevant casino card example die show   place casino mat mark quotquot place dice number casino turn player turn dice finally player dice casino card take money associate case tie nontie player take highestvalue money card casinolas vegas rate     alea difficulty scale,9771,https://cf.geekdo-images.com/aQJ0HRKx2mobP0g3FCeR_Q__original/img/0lvxwLBBElto13XPMisB0ZCTSkA=/0x0/filters:format(jpeg)/pic1261796.jpg,12195,2012,1.1829,7.13381,2,5,30,8,527
818,117960,Saint Malo,developer stefan bruumlck alea describe saint malo quota light dicerolling strategy game player draw city building wall people wipeoff boardsquotin detail saint malo player roll dice gain resource combination dice create enhancement like character building provide additional victory point money special action alter outcome die roll player draw symbol holding erasable board show grid city create individual town player build storehouse particular square example place merchant nearby gain money turn important character soldier player acquire defend pirate attack decimate townssaint malo rate     alea difficulty scale,2203,https://cf.geekdo-images.com/7G6vY3xMtwjIEVQaTskuFg__original/img/aKHXD5UKZHGYOzwZ9-XfQqNu2xg=/0x0/filters:format(jpeg)/pic1261795.jpg,3757,2012,1.8981,6.45823,2,5,45,9,2306
819,117985,Star Trek: Catan,settle final frontiersince   million star trek fan world watch adventure starship enterprise captain kirk mr spock   million enthusiastic player world play klaus teuber catan   board game classicit time bring final frontierin star trek catan player start game small outpost intersection planet planet supply resource base result dice roll player collect trade resource ndash dilithium tritanium food oxygen water ndash order build starship connect region galaxy establish outpost starbase upgrade outpost new intersection point order increase resource acquisition acquire development card provide victory point vps special abilitieson dice roll   klingon ship swoop prevent resource production planet tax spacegoer hold resourcesstar trek catan differ basic settler aspect set support card available german catan scenario helper catan support card feature special ability kirk spock mccoy sulu scott uhura chekov chapel rand sarek special ability basic action well reduce cost starbase upgrade allow player trade resource choice   turn break rule protect player discard   produce resource player roll number nt produce player specific support card setup base turn order late player get generally useful ability compensate early player advantage player use support card ability time trade support card choice second use trade immediately use,3367,https://cf.geekdo-images.com/vWOiESQCR1bgIYZiCQrsAA__original/img/sHwJGq_MACRw12cZelr5QkZMpxk=/0x0/filters:format(jpeg)/pic4528659.jpg,8702,2012,2.3701,7.00475,3,4,75,10,1163
820,118048,Targi,theme overviewunlike culture desert tuareg man know targi cover face woman tribe wear veil run household word home tent different family divide tribe head lsquoimascherenrsquo noble leader tuareg tribe player trade good near date salt far like pepper order obtain gold benefit enlarge family round new offering card means end order obtain popular tribe cardsgameplaythe board consist x grid border   square print action symbol   blank square centre card deal meeple place time space edge board include corner square place meeple square opponent meeple square face opponent meeple meeple place player execute action border square meeple card centre match row column border meeplesthe game predominantly score win play tribal card display advantage game victory point end usually card play discard immediately draw single card keep hand require special action play discard free hand spot card card cost good play good obtain border space good cardsthe display scoring consist   row   card fill left right move place bar special card balance find victory point score card   vp tribal card combination row row   identical card type get additional   vp row   distinct card type get   vpthe winner end game player victory point,16676,https://cf.geekdo-images.com/wHg4fOf48cs1kw1PDOk1tQ__original/img/St4ABQhpauYiq4Mt6-f38JtLOjM=/0x0/filters:format(jpeg)/pic3958793.jpg,25832,2012,2.3524,7.64049,2,2,60,12,127
821,118063,Android: Infiltration,future beneath flicker glow sprawl new angeles skyline immense corporation seek advantage burgeon field synthetic humanoid technology brink revolutionary innovation cybersolutions inc poise global powerhouse threaten profit wellestablished conglomerate haasbioroid jinteki ndash unfortunately cybersolution security new angeles branch compromisedset dystopian future android infiltration tense card game futuristic larceny player role thief compete steal valuable secret highly secure corporate facilitythe vital information lie deep complex step inward take far escape bad corporate mercenary close long push luck avoid security patrol surpass rival thief try download datum building lock downgame description publisherthe layout complex different game choose   possible   floor card     second floor card     secret room card room reveal player course game usually player enter room room contain trap npcs valuable datum item secret exitseach turn player secretly choose action turn reveal resolve action advance complex retreat exit download valuable datum interface current room item action available player player turn active npc turn proximity dial increase dial reach   player leave complex game end player escape complex add value datum extract high value win,3615,https://cf.geekdo-images.com/sLYuYeAFEYTuHBJ5qAbbPQ__original/img/Uz6frbcoTT4hNKs_C3a8QkU7Q3A=/0x0/filters:format(jpeg)/pic1207030.jpg,4963,2012,2.0983,6.53227,2,6,45,14,1825
822,118174,Compounded,compound game build chemical compound careful management element fair bit social play trading bit luck compound player role lab manager hastily compete complete compound complete ndash destroy explosion compound flammable grow volatile time long gather necessary element compound lot hard work soon scatter labalthough compound involve fair share pressyourluck tension certainly strategic planning successful scientist strike good trade fellow lab mate player able freely trade element laboratory tool favor ndash truly honor chemist,2648,https://cf.geekdo-images.com/y8JfVb35fNbp2vVREDtMBg__original/img/Ftg1jZeQ-OmHmMDSRBH7UHZDAOM=/0x0/filters:format(jpeg)/pic1322957.jpg,5714,2013,2.4286,6.74005,2,5,90,13,1636
823,119432,Snowdonia,peak snowdonia rise encase mist summit barely visible high snowdon wyddfa   metre year   snowdon mountain tramroad hotel company limit form build branch line llanberis summit scarcely believe possiblein snowdonia player represent work gang provide labour construction snowdon mountain railway unlike train game excavate way mountain lie track construct viaduct station competition weather welsh mountain game itselfyou assist train s good ll able collect essential material stock yard obtain special work contract bonusescan contribute player magnificence snowdon mountain railway,4698,https://cf.geekdo-images.com/04SK6RPEqcArT_g8wHH2TA__original/img/NoGoAZPF6DQ_GQoBEXD7rnI2Lvk=/0x0/filters:format(jpeg)/pic1430858.jpg,4844,2012,2.9965,7.36226,1,5,90,10,532
824,119506,Freedom: The Underground Railroad,early history united states slavery institution unmovable effort man woman country topple freedom underground railroad player work build strength abolitionist movement use notable figure pivotal event raise support cause move slave freedom canada mind americans change institution slavery bring downfreedom carddriven cooperative game player group work abolitionist movement help bring end slavery united states player use combination card feature figure event span early independence civil war action token benefit role impact gameplayer need strike right balance free slave plantation south raise fund desperately need allow group continue abolitionist activity strengthen causethe goal easy addition people event negative impact group progress slave catcher roam board react movement slave board hope catch runaway slave send plantationsthrough careful planning work group end slavery time,4024,https://cf.geekdo-images.com/eEUq1DqkPjVdSTJT4wp1zg__original/img/43O0Wj3fkQZaqYGVjWFL-DP5j5w=/0x0/filters:format(jpeg)/pic1478723.jpg,6307,2012,2.9026,7.58036,1,4,120,13,438
825,119591,Rialto,carddriven board game rialto goal earn victory point vps award variety thing game board display district venice player earn vps place council member build bridge place gondola connect district build advantageous buildingsthe game play round round consist phase acquire card player take set card play card player use card perform certain action activate building player advantage building use powersin phase   set card display card faceup facedown player take set reduce hand seven card card show specific character architect merchant etc wild cardphase   consist subphase fix order character subphase player choose play card specific character card allow perfom character action example      piece gold merchant card play      place council member current district council card play      building value equal low number architect card play high value well functionwhoever play card subphase receive bonus free action type case tie farth quotdogequot bar get bonus ndash course advance doge bar player need play doge cardsfinally phase   player advantage building piece gold pay player use building abilityplayer collect vps game ndash special building build bridge district ndash end ndash majority council member district value district evolve game district adjacent one end game connect bridge gondola bridge increase value adjacent district   victory point gondola increase value   point player council member district earn vps equal district total value player secondmost council member earn half value important establish majority district crucial control value cleverly place bridge gondola,3842,https://cf.geekdo-images.com/13kl47xb_hdjvJTzRkg0vA__original/img/2waiLGVmXLfIuLTgfETbBgfDch8=/0x0/filters:format(jpeg)/pic1504549.jpg,4585,2013,2.5479,6.90641,2,5,45,10,1119
826,119788,Hyperborea,mythical realm hyperborea rule ancient civilization magical crystal main source energy time hyperborean greedy search power deep crystal unstable cause earthquake mutation drought flood hyperborean dig deeply wise mage foresee inevitable build unbreakable magical barrier unharness magical energy unleash deep hyperborean civilization destroy single day magical barrier prevent disappearance life land survivor live small outpost outside hyperborea seal barrier knowledge crystal declare forbid dangerous simply forgottenover century rival realm bear ashe hyperborean civilization militarist red duchy emerald kingdom deathdelivering archer purple matriarchy fanatically worship goddess life skilled diplomat merchant golden barony coral throne efficiently organize society finally secluded enigmatic celestial reignthe fragile peace different realm intend day magical barrier suddenly collapse new land stand kingdom haunt old hyperborean turn harmless ominous ghost ruin discover city explore realm send good warrior explorer hyperborea order achieve dominance rival prevail brutal strength deep understanding science discovery valuable artifact lost ruin retaking long lose city leader faction lead people ultimate dominance hyperboreaset mythical land hyperborea light civilization game     player take   minute player game begin time magic barrier protect access mythical continent hyperborea suddenly fallseach player take role leader small kingdom situate outside open conquer explore land kingdom limited knowledge housing trade movement warfare research growth new exciting power hide hyperborea game kingdom grow number raise army extend territory explore conquer learn new technology etcthe game main mechanism describe quotbagbuildingquot involve build pool quotcivilicubesquot cube represent specialization kingdom war trade movement build knowledge growth grey cube represent corruption waste player acquire develop new technology power corrupt definition complex society waste generate turn player draw random cube bag use activate knowledge technology,4526,https://cf.geekdo-images.com/z6R7dbTOJB3dEhNOz5PPTQ__original/img/PKcW1oNZEyAjV4-YrzKfTVlmOX8=/0x0/filters:format(jpeg)/pic2004236.jpg,6549,2014,3.1753,7.20144,2,6,150,14,733
827,119890,Agricola: All Creatures Big and Small,agricola creature big small new uwe rosenberg agricola design exactly player focus animal husbandry aspect game long plow veggiesin agricola creature big small animal breeder horse cow sheep pig try pasture player start x game board expand play room player grow animal run free sixteen possible action available player player take action total roundsthe player amass victory point enclose space fence acquire large number variety animal victory pointgenerate building winnerfour standard building   special building available base game   building provide unique special ability play andor vp game end   balance tension building infrastructure fence pasture building acquire animal single big source endgame scoring key success,12703,https://cf.geekdo-images.com/iaxdcb_l3F8McwzyoiiCig__original/img/0jQpVjFEcjoIPpVGRf2DhO-jzLo=/0x0/filters:format(jpeg)/pic1514252.jpg,18356,2012,2.3537,7.36734,2,2,30,13,303
828,120217,City of Horror,city horror backstabbing survivalhorror game classic zombie movie shambling horde invade city goal survive assault unfortunately survive mean sacrifice fellow player undeadeach player control character different ability character limitedcapacity location barricade scavenge item weapon critical situation zombie break eat character resolve votethe basic game mechanism mall horror design nicolas normandon city horror differ material game play number way city map change game character include use antidote die action card scarce game go gain point stuff survive character,2921,https://cf.geekdo-images.com/MzA7bgLA5NbeNO7m7RMF4Q__original/img/L2GY1ODkKMPYiraFD6ZR_HG7CV0=/0x0/filters:format(jpeg)/pic1340620.jpg,4631,2012,2.4406,6.69923,3,6,90,13,1703
829,120523,Nothing Personal,capo get old retire think maybe time move scene gangster play support goal gain respectnothe personal game   player player attempt gain respect turn year amass respect mafia influence negotiation blackmail briberyplayer turn play influence card control gangster work chain power position gangster special ability player edge need accrue respect deserve   boss boss,2291,https://cf.geekdo-images.com/yj9gKZTbAPu8tfcDqtH-ew__original/img/7M4R0KbeWk12GuQg3p8QPfRB8Lk=/0x0/filters:format(jpeg)/pic1351626.jpg,3320,2013,2.7778,7.06213,3,5,120,8,1240
830,120677,Terra Mystica,land terra mystica dwell   different people seven landscape group bind home environment develop grow terraform neighboring landscape home environment competition groupsterra mystica information game luck reward strategic planning player govern   group subtlety craft player attempt rule great area possible develop group skill religious cult progress group special skill abilitiestake turn player execute action resource disposal different building allow player develop different resource dwelling allow worker trade house allow player money stronghold unlock group special ability temple allow develop religion terraforming seafaring skill building upgrade dwelling develop trading house trading house develop stronghold temple temple upgrade sanctuary group develop terraforme skill skill boat use river group question home landscape     desert fakir nomad     plain halfling cultist     swamp alchemist darkling     lake mermaid swarmling     forest witch auren     mountain dwarf engineer     wasteland giant chaos magiciansproximity group doubleedge sword terra mystica close group give extra power mean expand difficultterra mystica faq,41541,https://cf.geekdo-images.com/bre12I1YiXkZr7elvriz4A__original/img/_dZS7fVfdc4DhJPbqnDpwTT4uF0=/0x0/filters:format(jpeg)/pic5375624.jpg,45266,2012,3.9666,8.12673,2,5,150,12,18
831,121288,Dixit: Journey,dixit journey feature basic game play dixit round player take role storyteller choose card hand tell story singe ditty opinion associate play card player choose card hand give storyteller secret card shuffle reveal player vote card play storytellerif vote storyteller receive point receive vote vote score base number vote receive player submit correct vote receive vote card submission score certain number round player point winsdixit journey differ dixit number way start simplified scoring board nt player move track game box instead scoring track board game board include summary rule number place card round facilitate vote game rule   revise game easy learn keep game play samesimilar     dixit   journey ndash europe card dixit journey package expansion sell complete game,4318,https://cf.geekdo-images.com/HX0lvc-JiPzf7Nrqp_N-Fw__original/img/9qsDO-TCNWxVxNZEbgLX08aYeJc=/0x0/filters:format(jpeg)/pic1387599.jpg,7900,2012,1.2615,7.41143,3,6,30,8,558
832,121297,Fleet,northwest corner nunavut canada inaccessible bay arctic ocean reachable secret inlet untouched hand time feed ocean warm fresh water spring ridback bay teem sea life remote timeless bayside village inundate entrepreneur await influx world great fisherman harvest plentiful bounty dock warehouse revitalize time begin real adventure build fleet master high seasfleet exciting strategic card game indepth decision thrilling game play new experienced gamer enjoy fleet ll acquire license launch boat fish great briny blue player well manage resource acquire vp fish license boat build strong fleet lead crew victory,4807,https://cf.geekdo-images.com/BgINAtHKjkjNHd5rIGfVTg__original/img/lx3CVoHvuyCz9HdcES-JTd8EQtk=/0x0/filters:format(jpeg)/pic1247682.jpg,6543,2012,2.2458,6.88968,2,4,45,10,1029
833,121408,Trains,th century shortly industrial revolution railway quickly spread world japan import western culture eager grand nation see birth private railway company enter golden age railway eventually result action powerful people capitalist small company gradually merge large onesin train player capitalist manage private railway company strive big well competition game take place th th century   okazu brand edition   aegpegasus edition set modern time bullet train freight train start small set card build effective deck game able place station lie rail map osaka tokyo location trick purchase card want use use effectively possible gain point railway ultimately manage powerful railroad modern japantrain title aegs destination fun series continue travel acclaimed plane automobile board gamesintegrate train rise sun,7900,https://cf.geekdo-images.com/8K9Syz49KOY0nJLR4GB0eg__original/img/UIyVorQES8tTFRj4eDNCfGP7i5o=/0x0/filters:format(jpeg)/pic1606346.jpg,10087,2012,2.3881,7.15583,2,4,45,12,540
